"X15MIN"	"X30MIN"	"X1HR"	"X2HR"	"X4HR"	"X6HR"	"X8HR"	"X12HR"	"X16HR"	"X20HR"	"X24HR"
"245"	-0.36	0.42	0.51	-0.3	-0.51	-0.86	-1	-1.06	-0.22	-0.18	0.1
"246"	-0.38	0.32	0.26	-0.32	-0.47	-0.74	-1.15	-1.47	-0.74	-0.6	-0.23
"247"	-1.69	-1.74	-0.97	-1.09	-1.94	-2.47	-2.25	-2.56	-1.4	-1.51	-1.43
"248"	-1.25	-1.74	-0.97	-0.6	-1.32	-1.84	-1.94	-2.06	-1.32	-1.36	-1.03
"249"	0.21	-0.47	-0.47	-0.27	0.01	-0.14	-0.62	-0.74	-0.79	-0.25	-0.32
"250"	-0.32	-0.94	-0.64	-0.58	0	-0.34	-1.09	-0.67	0	-0.36	-0.45
"251"	0.3	-0.42	-0.14	0.15	0.19	-0.07	-0.81	-0.2	-0.1	-0.23	-0.12
"252"	-0.6	-0.54	-0.2	-0.67	0.06	-0.43	-0.81	-0.51	-0.3	0.15	-0.07
"253"	-0.12	0.2	0.2	-0.29	0.26	-0.36	-1.12	-0.2	-0.27	0.2	0.11
"254"	-0.01	0.3	-0.3	0.25	0.14	0	-0.51	0.28	-0.25	0.24	0.36
"255"	-0.3	-0.86	-0.67	-0.47	-0.36	-0.76	-1.36	-0.45	-0.1	-0.25	-0.29
"256"	-0.43	-0.06	-0.3	-0.58	-0.54	-0.09	-0.79	-0.69	-0.2	0.42	0.49
"257"	-0.18	0.34	0.07	-0.09	-0.15	-0.2	-0.94	-0.58	0.16	0.63	1.14
"258"	-0.01	-0.03	0.28	0.04	-0.14	-0.27	-0.62	-1.06	-0.4	0.79	0.34
"259"	-0.1	0.04	-0.06	0.11	-0.12	-0.43	-0.42	-0.67	1.06	0.01	-0.09
"260"	-0.14	-0.47	0.03	-1.69	0.15	-0.25	-0.69	-0.6	0.01	-0.49	-0.38
"261"	0.06	0.04	-0.43	-1.18	-0.64	-0.01	-0.09	-0.71	0.29	-0.03	0.16
"262"	-0.14	-0.25	-1.03	-0.92	-0.14	0.25	-0.32	-0.45	0.08	-0.36	-0.49
"263"	1.56	2.03	1.45	1.31	1.42	1.38	1.1	1.21	0.42	0.43	0.3
"264"	1.74	2.8	2.27	1.91	1.89	1.65	1.54	1.01	1.11	0.99	0.68
"265"	-0.74	0.38	0.83	0.19	0.25	-0.09	-0.2	-0.84	0.14	-0.09	0.07
"266"	-0.22	0.7	0.52	-0.45	-0.22	0.08	-0.54	-0.92	-0.51	-0.58	-0.58
"267"	-0.15	0.74	0.46	-0.49	0.29	-0.23	-1.25	-1	-0.43	-0.18	-0.45
"268"	-0.27	0.39	0.71	-0.6	0.31	-0.32	-1.47	-1.15	-0.97	-0.64	-0.71
"269"	-0.49	-0.03	-0.1	-0.81	-0.54	-0.42	-1.36	-1.74	-1.29	-1.56	-1.74
"270"	-1	0.7	0.85	-0.71	-0.06	-0.71	-1.18	-1.94	-0.92	-0.74	-0.81
"271"	-0.06	0.59	0.21	-0.1	-0.1	-0.25	-0.34	-0.89	-1.6	-2	-2.25
"272"	0.34	0.78	0.33	0.07	0.04	0.12	0.12	-0.09	-0.92	-0.94	-1.22
"273"	0.06	0.7	0.14	-0.09	-0.22	-0.23	-0.14	-0.23	-0.71	-0.84	-1.12
"274"	0.2	0.7	0.37	-0.36	-0.01	0.12	-0.23	-0.67	-0.81	-1.18	-1.29
"275"	0.06	0.93	0.51	0.06	0.11	-0.06	-0.29	-0.4	-0.67	-0.76	-0.84
"276"	0.53	0.86	0.52	0.24	0.21	0.39	0.36	-0.29	0.25	-0.76	-0.81
"277"	0.38	0.83	0.43	0.1	0.32	0.45	0.58	-0.34	-0.97	-1	-1.22
"278"	-0.03	0.56	-0.12	-0.3	-0.47	-0.79	-0.42	-0.25	-1.69	-0.97	-1.43
"279"	0.24	0.69	0.04	0.06	-0.18	-0.03	-0.62	-0.45	-1.15	-0.97	-1.25
"280"	-0.15	-0.32	0.06	0.07	-0.36	-1.12	-1.79	-2.56	-2.4	-2.18	-2.12
"281"	-0.14	0.19	0.26	-0.04	0.14	-0.29	-0.76	-1.18	-0.62	-1	-1.25
"282"	0.16	0.2	-0.01	-0.3	-0.49	-0.81	-1.06	-1.84	-1.84	-1.74	-1.43
"283"	-0.03	0.23	-0.03	-0.42	-0.3	-0.38	-0.89	-1.43	-1.69	-1.94	-2
"284"	0.04	0.01	-0.06	0.04	-0.07	-0.42	-0.69	-1.03	-1.25	-1.4	-1.29
"285"	0.39	0.08	0.3	0.29	-0.25	-0.1	-0.32	-0.79	-1.06	-0.89	-0.71
"286"	0.77	0.88	1.12	0.77	0.19	-0.23	-0.56	-0.76	-0.92	-1.12	-1.18
"287"	-0.17	-0.17	0.53	0.07	0.58	-0.4	-1.56	-2.12	-1.94	-2	-1.74
"288"	0.2	0.69	0.85	1.08	0.38	-0.27	-1.6	-2.32	-2.06	-2.06	-2.06
"289"	0.15	0.64	0.57	0.99	0.4	-0.29	-1.36	-1.89	-2	-2	-1.89
"290"	-0.09	0.06	0.57	0.73	0.31	-0.32	-0.94	-1.6	-1.25	-1.18	-0.92
"291"	-0.23	0.06	0.9	1.6	0.64	-0.51	-1.22	-2.94	-2.64	-2.94	-3.06
"292"	-0.1	1.11	1.18	-0.15	0.06	-0.27	-0.58	-0.47	-1.18	-1.09	-1.09
"293"	0.3	1.37	1.66	0.45	0.58	0.53	0.46	-0.58	-0.51	-0.64	-0.76
"294"	0.34	1.28	0.59	0.06	-0.67	-0.45	0.23	-0.69	-0.79	-0.86	-1.36
"295"	0.19	0.96	0.51	0.01	0.06	-0.27	-0.42	-1.29	-2.12	-2.32	-2.56
"296"	0.37	0.38	0.68	0.6	0.46	0.43	0.68	-0.29	-0.76	-1.09	-1.43
"297"	0.06	-0.62	-0.12	0.21	-0.25	-0.84	-0.29	1.18	0.85	0.19	-0.06
"298"	-0.3	0.1	-1.64	-0.1	-0.01	-0.36	0.25	0.2	-0.29	-0.51	-2.56
"299"	0.42	0.01	-0.64	0.82	0.71	0.77	0.86	0.61	-0.07	-0.25	-0.51
"300"	-0.04	-0.6	0.03	1.05	1.08	0.69	0.72	-0.45	-0.62	-0.86	-0.79
"301"	0.15	0.15	-0.67	0.29	-0.38	-0.71	-0.97	-0.92	0.62	1.29	1.67
"302"	0.23	-0.1	-0.12	0	-0.6	-0.58	-0.94	-0.79	0.58	1.48	2.15
"303"	0.15	-0.38	-0.1	-0.23	-0.3	-0.84	-0.81	-0.47	0.49	0.65	1.14
"304"	0.03	-0.58	-0.84	-0.25	-1	-1.29	-1.12	-0.79	0.24	0.58	0.49
"305"	0.1	-0.09	-0.47	-0.14	-0.69	-1.18	-0.86	-0.79	-0.23	0.2	0.45
"306"	-0.18	-0.27	-0.38	-0.2	-0.69	-1.18	-1.15	-1.12	0.06	-0.14	0.59
"307"	0.19	-0.64	-0.29	0.25	-0.56	-0.42	-0.56	-0.2	0.33	0.59	0.85
"308"	0.18	-0.1	0.14	0.55	-0.67	-0.4	-0.38	-0.62	0.93	1.38	1.59
"309"	0.01	-0.2	0.12	0.12	-0.58	-1	-0.22	-0.58	0.57	1.12	1.36
"310"	-0.22	-0.09	0.03	0.04	-0.51	-0.79	-0.3	-0.76	0.41	0.57	0.46
"311"	0.45	0.32	0.36	0.73	-0.62	-0.36	-0.56	0.76	1.3	1.86	2.33
"312"	0.37	0.32	-0.27	0.1	-0.74	-0.67	-0.2	0.19	0.7	1.18	1.27
"313"	0.52	-0.4	-0.07	0.06	-0.29	0.51	-0.71	0.3	0.67	1.38	1.38
"314"	-0.06	-0.62	-0.14	0.01	-0.01	-0.25	-0.6	0.07	0.82	0.65	0.99
"315"	0.59	0.1	0.38	-0.74	-2.06	-2.47	-1.89	-0.71	0.23	0.1	-0.04
"316"	-0.1	-0.12	-0.58	-0.38	-1.74	-1.4	-1.89	-1.22	-0.27	-0.27	-0.15
"317"	-0.4	0.19	-0.18	-0.29	-1.4	-1.6	-1.03	-0.89	0	0.29	0.36
"318"	-0.23	-0.38	-0.4	-0.67	-1.69	-1.25	-0.69	-0.45	0.15	-0.01	0.23
"319"	0.5	0.43	0.5	0.16	-0.32	-1.03	-1.32	-0.69	-0.2	0.61	1.3
"320"	0.28	-0.22	-0.17	0.06	-0.62	-0.6	-0.51	0.26	1.34	1.56	1.31
"321"	0.28	-0.32	-0.06	0.14	-0.43	-0.81	-0.47	0.11	1.47	1.74	0.5
"322"	0.2	-1	-0.56	-0.34	-0.64	-0.49	-0.67	0.54	0.78	1.48	1.24
"323"	-0.12	-0.36	-0.47	-0.81	-1.32	-1.36	-0.42	0.61	1.25	1.57	1.79
"324"	0.62	0.65	0.15	0.19	-0.49	0.11	-0.01	0.25	1.22	2.28	2.88
"325"	0.41	0.72	0.28	0.48	-0.6	-0.36	-0.2	-0.22	1.29	2.26	3.14
"326"	0.28	0.67	0.53	0.08	-0.27	-0.04	-0.49	-0.45	0.99	1.56	2.7
"327"	0.38	1.14	0.86	0.42	-0.06	-0.04	-0.69	-0.25	1.4	2.17	3.01
"328"	0.15	0.24	0.1	0	-0.38	-0.32	-0.62	-0.12	1.63	2.52	3.14
"329"	0.31	0.54	0.48	0.29	-0.14	0.29	-0.09	0.06	1.35	2.08	2.8
"330"	-0.15	-0.56	-0.23	0.31	-0.64	-0.81	-0.42	0.08	1.23	1.55	1.78
"331"	0.11	-0.3	0.1	0.01	-0.38	-0.38	0.11	0.25	0.45	1.47	2.17
"332"	0.08	-0.01	0.07	0.33	0.07	0	0.01	0.5	1.65	2.08	2.39
"333"	0.5	0.55	-0.04	0.7	-0.04	-0.03	-0.12	0.63	1.58	2.14	2.55
"334"	0.38	0.55	0.3	-0.27	-0.01	-0.06	-0.1	0.44	1.7	2.36	3.28
"335"	-0.29	0.01	-0.03	-0.2	-0.1	-0.06	0.11	0.74	1.77	2.51	2.73
"336"	0.08	-0.38	-0.09	-0.34	-0.42	-0.6	-0.86	-1.18	0.56	1.02	2.11
"337"	-0.25	-0.54	-0.1	0.12	-0.15	-0.15	0.01	-0.45	0.37	1.13	1.93
"338"	0.43	-0.01	0.01	0.36	0.58	0.42	-0.22	0.34	1.69	2.16	2.62
"339"	0.51	0.67	0.23	0.43	0.78	0.33	0.04	0.03	1.07	2.17	2.9
"340"	0.08	-0.07	0.03	0.01	-0.29	-0.25	-0.23	-0.49	0.7	1.17	2.11
"341"	0.45	0.03	0.5	0.2	0.2	0.1	0.08	-0.2	0.94	1.63	2.21
"342"	0.26	0.26	0.32	0.12	-0.25	0.3	0.37	0.25	0.72	1.23	2.37
"343"	0.19	1.06	0.93	0.16	0.34	0.43	-0.14	-0.2	0.72	1.35	2.21
"344"	0.15	1.82	1.79	2.2	0.77	-0.36	-0.86	-0.89	-0.2	0	-0.23
"345"	1.37	1.61	1.89	1.88	1.28	0.21	-0.2	-0.69	-0.23	0.11	0.07
"346"	1.27	2.28	2.46	0.01	-0.54	-1.03	-0.94	-1.12	-0.29	-0.38	-0.15
"347"	-0.45	1.62	1.83	0.03	0.33	0.25	-0.07	0.23	-0.4	-0.1	-0.36
"348"	1.42	3.03	3.67	0.58	0.66	0.78	0.3	-0.38	0.19	-0.01	-0.17
"349"	0.56	2.05	2.43	0	1.36	0.06	-0.58	-0.04	-0.76	0.16	0.21
"350"	0.01	2.24	3.41	1.58	1.86	0.69	0.08	-0.22	0.74	0.61	-0.32
"351"	0.58	0.59	1.31	0.75	2.58	1.22	1.08	0.93	0.38	-0.04	-0.09
"352"	-0.76	0.01	1.15	0.77	1.74	0.72	-0.36	-1.18	-0.15	-0.58	-0.45
"353"	-0.54	-0.38	-0.1	1.29	1.95	1.63	1.07	-0.86	-0.56	-0.64	-0.3
"354"	0.07	-0.67	0.94	0.4	1.81	1.64	1.1	-0.01	0.18	0.18	-0.07
"355"	-0.42	-0.92	0.45	1.45	1.49	0.73	0.97	0.24	0.04	-0.14	-0.23
"356"	0.37	0.07	-0.45	-0.47	2.49	1.81	0.96	-0.09	0.41	0.76	0.91
"357"	-0.07	-0.14	0.01	0.1	2.8	1.34	0.56	0.55	0.48	0.18	0.33
"358"	-0.54	-0.27	-1.06	0.43	1.66	1.7	1.52	0.64	0.21	0.2	-0.12
"359"	0.07	0.5	-0.09	0.01	1.57	1.71	1.54	0.86	-0.09	-0.49	-0.64
"360"	0.25	0.82	0.78	0.61	2.26	2.61	1.77	1.17	0.66	-0.18	-0.29
"361"	-0.07	0.56	0.93	0.28	1.37	2.85	2.21	0.84	0.37	0.29	-0.23
"362"	0.23	0.56	0.39	0.23	1.64	3.16	2.89	0.28	-0.04	-0.36	-0.45
"363"	1.42	1.27	1.91	2.63	5.28	6.44	4.68	3.89	2.75	1.44	1.28
"364"	-0.27	0.74	1.43	0.63	2.34	1.63	1.24	0.78	0.68	0.5	0.82
"365"	0.1	0.55	0.71	0.59	2.37	1.59	1.12	0.63	-0.29	-0.17	-0.23
"366"	0.25	-0.29	0.49	1.22	1.77	1.41	1.16	0.46	-0.06	0.16	0.2
"367"	-0.49	-0.2	-0.34	0.77	2.12	1.63	1.49	0.25	0.15	0.15	0.21
"368"	-0.71	0.32	0.18	1.63	2.04	2.51	2.59	1.43	0.68	0.58	0.19
"369"	-0.15	-0.45	0.43	0.72	2.99	2.51	2.2	0.94	0.67	0.18	0.04
"370"	-0.3	-1	0.37	1.03	2.18	1.76	1.81	0.46	-0.2	-0.54	-0.49
"371"	0.15	-0.18	0.84	0.56	0.9	1.58	2.01	1.21	0.01	-0.56	-0.51
"372"	0.08	0.64	0.07	0.63	1.12	1.51	1.58	0.82	0.36	-0.15	-0.74
"373"	-0.3	-0.09	0.1	-0.29	2.17	1.85	1.39	0.98	0.12	0.76	0.75
"374"	-0.25	-0.12	-0.06	-0.17	1.78	1.7	1.29	0.59	0.67	0.53	0.81
"375"	-0.49	-0.15	0.08	-0.25	2.29	2.73	2.42	0.12	-0.07	0.63	1.14
"376"	-0.38	-0.36	-0.34	-0.36	1.44	1.02	0.94	0.79	-0.22	-0.14	-0.51
"377"	-0.74	0.11	-0.43	-0.4	1.16	1.51	1.64	0.5	-0.56	0.33	-0.23
"378"	-0.81	-0.49	-0.03	0	1.66	2.76	2.84	1.25	-0.3	-0.09	-0.2
"379"	0.15	-0.56	-0.04	0.03	1.74	2.86	3.03	1.65	0.97	1.19	0.66
"380"	0.25	0.34	0.3	-0.01	1.13	1.05	1.46	1.76	0.65	0.55	0.37
"381"	0.14	0.44	0.61	-0.38	1.31	1.21	1.08	1.19	0.53	0.1	0.14
"382"	-0.45	0.86	0.5	0.14	1.59	1.52	1.3	1.14	0.14	0.08	-0.07
"383"	-0.54	-0.2	0.24	-0.6	1.03	0.96	1.2	0.57	-0.15	0.36	0.42
"384"	0.16	0.45	0.41	-0.1	1.83	1.65	1.18	1.19	0.64	1.23	1.1
"385"	0.07	0.29	0.26	-0.3	1.2	1.37	1.38	0.94	0.86	0.59	0.88
"386"	-0.03	0.32	0.26	-0.36	1.36	1.5	1.84	1.79	0.91	0.77	0.41
"387"	0.12	0.18	0.58	0.68	1.71	2.1	2	1.3	1.24	0.99	0.82
"388"	0.33	0.38	0.58	0.18	2.17	1.98	1.5	0.63	0.86	0.63	0.56
"389"	0.26	0.32	0.15	0.71	2.11	2.18	1.54	1.09	1	0.76	0.71
"390"	-0.74	1.2	1.12	-0.49	0.41	-0.04	0.57	1.02	0.06	0.62	0.58
"391"	-0.29	0.07	0.82	-0.29	0.71	0.26	-0.42	0.21	0.31	0.91	0.99
"392"	-0.51	0.98	1.75	1.15	1.54	1.1	0.82	1.1	0.66	1.48	1.86
"393"	-0.4	1.08	1.01	0.38	0.94	0.81	0.97	1.45	1.32	1.5	1.65
"394"	0.23	0.29	-0.45	-0.23	0.15	0.51	0.93	0.73	0.7	1.29	2.01
"395"	-0.22	-0.54	-0.69	0.03	-0.04	0.15	0.18	0.31	0.85	0.96	1.43
"396"	0.1	-0.62	-0.04	0.24	0.45	0.48	0.94	1.6	1.78	2.18	2.62
"397"	0.1	0	0.15	-0.1	0.36	0.6	0.54	0.58	0.86	1.41	1.94
"398"	-0.49	-0.23	-0.17	0.2	-0.04	0.1	0.81	0.76	1.34	1.96	2.55
"399"	0.21	0.58	0.49	0.5	0.49	0.9	1.18	1.71	2.02	2.15	2.23
"400"	0.31	-0.12	0	0.48	0.58	0.16	0.64	0.98	1.7	1.42	1.67
"401"	-0.01	-0.49	-0.38	-0.03	0.33	0.03	0.4	0.96	1.72	1.56	1.7
"402"	0.15	-0.47	-0.22	0.11	0.14	0.16	0.63	0.48	1.05	1.16	1.44
"403"	-0.07	-0.32	-0.07	-0.18	0.14	0.31	0.75	0.77	1.24	1.36	1.29
"404"	-0.04	-0.6	-0.49	0.11	0.1	0.32	0.77	0.77	1.03	1.06	1.36
"405"	-0.2	-0.84	-0.51	0.46	0.63	0.83	0.96	1.56	1.42	1.37	1.42
"406"	-0.1	-0.54	0.14	0.4	0.11	0.38	0.97	1.24	1.08	1.44	1.53
"407"	-0.14	-0.6	-0.36	-0.27	0.31	0.86	0.39	0.63	1.33	1.09	1.06
"408"	0.19	1.55	1.46	0.15	0.39	1.12	1.43	1.75	0.9	1.84	2
"409"	-1.64	-0.56	-0.38	0.46	1.06	0.84	1.26	1.2	0.58	0.77	0.58
"410"	-0.3	-0.86	-0.45	0.23	0.77	0.78	1.32	1.26	0.12	0.51	0.04
"411"	-0.14	-0.64	-0.3	-0.27	0.24	1.08	1.74	1.88	1.44	1.26	1.18
"412"	-1.18	-0.42	-0.32	-0.47	0.59	1.71	2.47	2.13	1.28	1.99	1.7
"413"	-1.18	-1.03	-0.71	-0.03	0.07	0.48	1.12	1.28	0.93	1.22	0.72
"414"	0.25	-0.12	-0.56	0.2	-0.04	0.96	1.49	1.58	1.23	1.17	1.05
"415"	-0.43	-0.69	-0.22	0.16	0.11	0.72	1.58	1.58	1.18	1.14	0.85
"416"	-0.34	0.03	0.12	-0.6	-0.18	0.39	1.38	2.07	1.2	0.82	0.48
"417"	-1.18	-0.94	-0.92	-1.56	-0.69	-0.79	-0.51	0.11	-0.17	-0.34	-0.36
"418"	-0.18	0.07	0.12	-0.47	0.1	-0.18	-0.01	0.62	0.93	0.87	0.77
"419"	-0.51	0.26	0.2	-0.56	0.04	0.29	0.99	1.11	1.1	1.01	1.26
"420"	0	0.96	0.7	0.11	0.69	0.78	0.64	0.7	0.92	0.96	1.23
"421"	-0.43	0.14	-1.22	-0.38	-0.23	-0.42	0.08	0.97	0.71	0.62	0.45
"422"	0.3	0.03	0.39	0.4	0.69	0.66	0.44	0.57	0.72	1.22	1.63
"423"	-0.03	-0.92	-0.4	-0.03	0.91	0.45	0.3	0.34	1.12	1.55	1.14
"424"	-0.15	-0.81	-0.56	-0.25	0.57	0.72	0.96	1.37	1.16	0.9	0.6
"425"	0.07	-0.22	-0.62	-0.01	1.62	2.09	2.91	2.3	1.91	1.59	1.31
"426"	-0.71	-1.06	-0.62	-0.58	0.37	0.38	1.24	1.06	0.19	0.59	0.8
"427"	0.16	0.4	0.15	-0.42	1.01	1.71	1.98	1.95	1.58	1.46	1.26
"428"	0.03	0.07	0.03	0.16	1.14	1.77	1.93	1.82	1.53	1.72	1.75
"429"	-0.51	0.01	0.19	0.33	1.14	1.52	1.58	1.21	0.77	0.6	0.32
"430"	-0.3	0.18	0.24	0.15	1.16	1.16	1.24	1.23	0.96	0.7	0.73
"431"	-0.27	0.07	-0.01	0.06	0.71	0.94	0.81	0.99	0.75	0.39	0.4
"432"	-0.17	-0.3	-0.2	0.56	0.97	1.06	1.29	1.29	0.83	0.68	0.62
"433"	-0.15	-0.18	-0.09	0.67	1.28	1.49	1.59	1.3	1.14	1.13	0.63
"434"	-0.58	-0.15	-0.01	-0.01	1.26	1.44	1.96	1.66	0.79	0.67	0.31
"435"	-0.15	0.11	0.36	1.37	2.33	2.65	3.2	3.09	1.45	1.3	1.53
"436"	0.18	0.01	-0.01	0.99	1.56	1.81	1.99	1.82	1.55	1.26	1.13
"437"	-0.27	-0.51	-0.45	-0.43	1.18	1.35	1.49	1.51	1.01	0.6	0.49
"438"	0.34	-0.67	-0.18	-0.25	1.44	1.91	2.31	2.3	1.47	1.33	1.2
"439"	-0.36	-0.6	-0.38	0.08	0.8	1.91	2.42	2.21	1.09	1.29	0.95
"440"	-0.12	-0.04	-0.15	-0.27	0.93	1.91	2.31	2.11	1.21	1.14	0.91
"441"	0.19	-0.06	-0.03	0.58	1.67	2.44	3.26	3.01	2.16	1.59	1.07
"442"	-0.18	-0.14	0.34	0.49	2.16	4.12	4.04	3.25	2.88	2.15	1.99
"443"	-0.32	-0.79	-1.18	-0.81	-0.15	-0.09	0.58	0.48	0.34	0.86	0.81
"444"	0.42	-0.01	-0.32	0.33	0.16	0.64	1.04	1.29	1.32	1.4	1.21
"445"	-0.12	-0.1	-0.43	-0.43	0.23	0.7	1.36	1.68	1.84	1.91	2.06
"446"	0.4	0.08	-0.3	0.78	1.86	2.05	2.31	2.48	2.77	2.63	2.41
"447"	-0.84	-0.4	-0.69	-0.14	0.93	1.11	1.9	1.38	2.28	2.26	2.18
"448"	-0.51	-0.3	-0.17	0.65	0.96	0.86	1.3	1.24	1.45	1.39	1.16
"449"	-0.12	-0.03	0.04	0.46	0.86	0.97	1.04	1.12	1.67	1.75	1.77
"450"	0.2	-0.1	0.23	0.83	1.12	0.97	1.01	1.6	1.74	1.34	1.37
"451"	-0.1	-0.71	-0.34	-0.14	0.08	0.46	0.83	0.92	0.81	0.58	0.54
"452"	-0.45	-0.51	-0.45	0.06	0.39	0.31	0.69	0.9	0.76	0.83	1.01
"453"	-0.07	-0.49	-0.04	0.28	1.06	0.99	1.22	1.06	0.83	1.07	1.24
"454"	-0.07	-0.3	-0.04	0.49	0.39	0.44	1	0.98	1.06	1.06	1.15
"455"	-0.17	-0.36	0.03	0	0.67	0.81	1.22	1.28	1.18	1.25	1.29
"456"	-0.4	-0.4	-0.17	0.14	0.82	1.24	1.78	1.58	2.17	1.88	1.68
"457"	0.28	0.21	0.4	0.55	1.26	1.78	2.1	1.99	2.3	1.83	1.57
"458"	0.21	1.19	1.18	0.12	1.49	1.66	1.87	2.12	1.49	1.64	1.34
"459"	-0.06	0.34	-0.04	0.25	0.55	0.82	0.96	1.26	1.21	0.86	0.61
"460"	-0.23	0.16	0.14	-0.42	0.16	0.63	0.72	1.2	0.69	0.57	0.58
"461"	-0.43	0.31	0.2	-0.47	0.58	0.72	0.7	1.16	0.91	0.72	0.72
"462"	-0.45	-0.07	-0.1	-0.17	0.48	0.76	0.9	0.92	1.01	1.03	0.9
"463"	-0.47	0.04	-0.62	-0.67	0.21	0.8	0.91	0.99	1.02	1.14	1.23
"464"	-0.84	0.1	-0.81	-0.32	0.54	1.42	1.43	1.52	1.73	1.56	1.38
"465"	-0.4	0.3	0.1	-1.12	1.03	1.73	1.9	1.93	1.82	2.3	2.05
"466"	0.11	0.08	-0.09	0.01	0.4	0.48	1.24	1.29	0.93	0.73	0.54
"467"	-0.36	-0.18	-0.42	-0.56	0.74	0.99	1.43	1.76	0.99	1.16	0.86
"468"	-0.07	0.26	0.4	0.19	1.2	1.14	1.49	1.17	1.64	1.29	1.34
"469"	0.04	0.16	0	0.07	1.08	1.68	1.84	1.89	1.67	1.75	1.6
"470"	0.1	-0.4	0.03	-0.15	1.84	2.15	2.77	2.81	2.87	2.57	2.36
"471"	-0.15	0.2	0.61	0.29	2.41	2.95	3.55	3.44	3.47	3.54	3.46
"472"	-0.01	0.4	0.72	-0.42	2.53	3.09	3.32	3.21	3.63	3.19	3.14
"473"	0.19	0.32	0.31	0.72	2.85	4.17	4.4	3.49	3.93	3.78	2.68
"474"	-0.42	0.25	0.3	-0.38	-0.25	0.08	0.54	0.85	0.04	0.26	0.08
"475"	0.21	0.42	0.63	0.11	0.93	0.99	1.24	1.46	1	0.77	0.2
"476"	0.33	1.36	0.6	-0.03	0.24	0.77	1.36	1.7	0.46	0.52	0.1
"477"	0.1	0.89	0.63	0.1	0.51	0.68	1.2	1.34	0.19	0.21	-0.07
"478"	-0.23	0.29	0.21	-0.06	0.21	0.46	0.94	0.83	-0.15	-0.15	-0.49
"479"	0.04	0.29	0.26	0	0.75	0.73	0.9	1.25	0.21	-0.3	0.07
"480"	-0.03	0.43	0.83	0.25	0.43	0.44	0.78	1.36	0.42	0.21	0.14
"481"	0.25	0.69	0.7	1.03	1.03	1.1	1.78	2.06	1.39	1.24	0.86
"482"	0.28	1.51	1.1	1.03	1.56	1.58	2.17	2.3	1.12	0.93	0.44
"483"	-0.06	0.23	-0.2	1.39	1.19	1.14	0.31	1.02	0.29	0.03	-0.18
"484"	-0.06	0.58	0.57	1.84	2.05	1.6	1.84	1.04	1.14	1.19	0.9
"485"	0.11	-0.12	0.61	0.93	1.7	1.24	0.82	0.78	1.11	0.82	0.88
"486"	-1.36	0.49	0.8	1.05	1.66	1.93	2.12	1.57	1.06	0.77	0.53
"487"	-0.12	0.03	0.71	1.24	1.59	1.24	1.61	0.81	0.76	0.6	0.69
"488"	-0.09	-0.09	0.73	1.43	2.13	1.61	1.46	1.1	0.57	0.79	0.42
"489"	0.07	-0.4	0.61	1.69	2.15	1.85	1.4	1.15	0.85	0.48	0.25
"490"	0.08	0.3	1.24	1.27	1.71	1.91	1.26	0.72	0.69	1.06	0.89
"491"	0.24	2.47	3.57	1.95	4.82	4.33	4.05	3.26	1.72	2.56	3.06
"492"	-0.4	0.51	1.85	2.52	1.69	1.38	2.94	2.83	2.35	2.04	2.31
"493"	0.49	0.75	1.06	1.67	0.51	0.46	0.71	0.8	1.22	1.13	1.42
"494"	-0.36	-0.6	2.23	2.39	0.21	0.83	1.2	0.72	0.83	0.54	0.67
"495"	0.07	-0.23	0.26	1.04	1.22	0.96	1.41	0.73	-0.49	-0.62	-0.58
"496"	0.01	-0.36	0.23	0.9	0.68	0.4	0.89	0.62	-0.06	-0.6	-0.56
"497"	0.04	0.92	0.55	0.11	0.04	0.03	0.96	0.85	-0.62	-0.4	-0.71
"498"	0.58	1.24	1.86	1.72	0.42	1.19	0.86	0.82	0.03	-0.01	0.06
"499"	-0.56	0.06	0.23	-0.25	0.2	-0.2	-0.4	-0.76	-0.71	-0.67	-0.27
"500"	-0.15	0.25	1.37	0.08	0.31	0.82	0.59	-0.29	-0.2	-0.12	-0.47
"501"	-0.12	0.08	2.72	2.55	2.43	1.06	0.56	0.21	-0.14	-0.27	-0.29
"502"	-0.47	-0.64	1.79	0.9	0.61	0.65	0.38	-0.3	-0.71	-0.47	-0.4
"503"	-0.3	0.19	2.16	2.5	2.1	1.37	1.18	0.03	0.15	0.23	0.16
"504"	1.18	1.4	2.68	3	1.74	0.91	0.89	0.21	0.14	-0.03	-0.2
"505"	0.19	1.1	1.38	1.34	0.79	1.14	1.05	0.24	-0.09	-0.09	-0.12
"506"	0.2	1.75	2.11	1.68	2.21	1.96	1.28	0.49	0.1	-0.01	0.26
"507"	0.1	0.83	1.45	1.48	1.63	1.94	1.82	0.85	0.11	0.06	-0.27
"508"	0.45	1.04	1.96	1.78	1.79	2.01	2.01	1.14	0.54	-0.25	-0.12
"509"	0.72	1.59	2.34	3.52	3.65	3.38	3.4	1.77	0.2	-0.22	-0.22
"510"	-0.04	0.7	1.87	2.35	-0.12	0.88	1.41	1.1	0.31	0.3	0.07
"511"	0.89	1.06	1.99	1.76	0.37	1.18	1.45	1.11	0.26	-0.04	-0.15
"512"	0.41	1.52	1.62	0.89	0.96	0.91	0.81	0.53	0.21	0.43	0.57
"513"	0.38	1.48	2.38	1.56	1.21	1.62	1.47	0.9	0.82	0.73	0.78
"514"	1.27	1.84	2.84	2.28	1.63	1.84	1.97	1.19	1.13	1.11	1.16
